type,placeType,category,keywords_ko,keywords_cn,keywords_en,keywords_ja,keywords_fr,keywords_de,keywords_es,keywords_pt,keywords_vi,keywords_th,keywords_id,keywords_ms
general,dental,medical,치과|치과의원|치과병원|임플란트|교정|스케일링,牙科|牙科医院|口腔|牙医,dental|dentist|dental clinic,歯科|歯医者|デンタル,dentiste|cabinet dentaire,Zahnarzt|Zahnklinik,dentista|clínica dental,dentista|clínica odontológica,nha khoa|nha sĩ,ทันตแพทย์|คลินิกทันตกรรม,dokter gigi|klinik gigi,doktor gigi|klinik pergigian
general,pharmacy,medical,약국|약|조제|처방전,药店|药房|药局|药,pharmacy|drugstore|chemist,薬局|ドラッグストア,pharmacie|médicament,Apotheke|Medikament,farmacia|medicamento,farmácia|remédio,nhà thuốc|hiệu thuốc|thuốc,ร้านขายยา|ยา,apotek|obat,farmasi|ubat
general,emergencyroom,medical,응급실|응급센터|응급|119,急诊室|急诊|急救,emergency room|ER|emergency,救急室|緊急,urgences|salle d'urgence,Notaufnahme|Notfall,urgencias|sala de emergencias,pronto-socorro|emergência,phòng cấp cứu|cấp cứu,ห้องฉุกเฉิน|ฉุกเฉิน,UGD|unit gawat darurat|darurat,bilik kecemasan|kecemasan
general,veterinaryclinic,medical,동물병원|수의사|반려동물병원|펫클리닉,宠物医院|兽医|动物医院,veterinary|vet clinic|animal hospital|vet,動物病院|獣医,vétérinaire|clinique vétérinaire,Tierarzt|Tierklinik,veterinario|clínica veterinaria,veterinário|clínica veterinária,phòng khám thú y|bác sĩ thú y,สัตวแพทย์|คลินิกสัตว์,dokter hewan|klinik hewan,doktor haiwan|klinik veterinar
general,PlasticSurgery,medical,성형외과|성형|미용성형|쌍꺼풀|코성형|보톡스|필러,整形外科|整形|整容|美容整形,plastic surgery|cosmetic surgery|aesthetics,整形外科|美容整形,chirurgie esthétique|chirurgie plastique,Schönheitschirurgie|plastische Chirurgie,cirugía plástica|cirugía estética,cirurgia plástica|cirurgia estética,phẫu thuật thẩm mỹ|thẩm mỹ viện,ศัลยกรรมตกแต่ง|คลินิกความงาม,bedah plastik|operasi plastik,pembedahan plastik|pembedahan kosmetik
general,hairsalon,beauty,헤어샵|미용실|헤어|미장원|머리|파마|염색|커트,美发店|理发店|发廊|剪发|烫发,hair salon|haircut|hairdresser|barber,美容室|ヘアサロン|美容院,salon de coiffure|coiffeur|coupe de cheveux,Friseursalon|Friseur|Haarschnitt,peluquería|salón de belleza|corte de pelo,salão de cabeleireiro|cabeleireiro|corte de cabelo,tiệm tóc|cắt tóc|salon tóc,ร้านทำผม|ร้านตัดผม|ทำผม,salon rambut|potong rambut|barbershop,salun rambut|gunting rambut
general,beautyshop,beauty,뷰티샵|피부관리|에스테틱|피부과|스킨케어샵,美容院|美容|护肤中心|皮肤管理,beauty shop|skincare|aesthetics|facial,エステ|ビューティー|スキンケア,institut de beauté|soins du visage,Kosmetikstudio|Hautpflege,salón de belleza|cuidado de la piel,salão de beleza|cuidados com a pele,spa thẩm mỹ|chăm sóc da,ร้านเสริมสวย|ดูแลผิว,salon kecantikan|perawatan kulit,salon kecantikan|penjagaan kulit
general,nailsalon,beauty,네일샵|네일|네일아트|매니큐어|젤네일,美甲店|美甲|指甲,nail salon|nail art|manicure|nails,ネイルサロン|ネイル,salon de manucure|manucure|ongles,Nagelstudio|Maniküre|Nägel,salón de uñas|manicura,salão de unhas|manicure,tiệm nail|làm móng,ร้านทำเล็บ|ทำเล็บ,salon kuku|manikur,salun kuku|manikur
general,massageshop,beauty,안마소|마사지|마사지샵|발마사지|타이마사지,按摩店|按摩|推拿|足疗,massage|massage shop|spa massage,マッサージ|マッサージ店,salon de massage|massage,Massagesalon|Massage,salón de masajes|masaje,salão de massagem|massagem,tiệm massage|massage,ร้านนวด|นวด|นวดแผนไทย,pijat|tempat pijat|massage,urut|tempat urut|massage
general,spa,beauty,온천|스파|족욕|노천온천|온천탕,温泉|SPA|泡汤,spa|hot spring|onsen,温泉|スパ,spa|thermes|bain chaud,Spa|Therme|Thermalbad,spa|aguas termales|termas,spa|termas,spa|suối nước nóng,สปา|น้ำพุร้อน|ออนเซ็น,spa|pemandian air panas,spa|mata air panas
general,cinema,entertainment,영화관|극장|CGV|메가박스|롯데시네마|영화,电影院|影院|影城|电影,cinema|movie theater|movies|film,映画館|シネマ|映画,cinéma|film|salle de cinéma,Kino|Film|Filmtheater,cine|película|sala de cine,cinema|filme,rạp chiếu phim|rạp phim|phim,โรงหนัง|โรงภาพยนตร์|หนัง,bioskop|film|sinema,panggung wayang|filem|pawagam
general,theater,entertainment,극장|뮤지컬|연극|공연장|연극극장,剧场|话剧|歌剧院|演出,theater|theatre|play|drama|musical,劇場|ミュージカル|演劇,théâtre|comédie musicale|spectacle,Theater|Musical|Aufführung,teatro|musical|espectáculo,teatro|musical|espetáculo,nhà hát|kịch|sân khấu,โรงละคร|ละครเวที|มิวสิคัล,teater|pertunjukan|drama,teater|persembahan|drama
general,concerthall,entertainment,콘서트홀|음악당|공연장|아트센터|예술의전당|아트홀,音乐厅|演奏厅|艺术中心,concert hall|music hall|performing arts,コンサートホール|音楽堂,salle de concert|auditorium,Konzerthalle|Konzertsaal,sala de conciertos|auditorio,sala de concertos|auditório,nhà hòa nhạc|phòng hòa nhạc,ห้องแสดงคอนเสิร์ต|หอประชุม,gedung konser|auditorium,dewan konsert|auditorium
general,concert,entertainment,콘서트|공연|라이브|콘서트장,演唱会|音乐会|现场演出,concert|live show|gig,コンサート|ライブ,concert|spectacle live,Konzert|Live-Show,concierto|show en vivo,concerto|show ao vivo,buổi hòa nhạc|concert|biểu diễn,คอนเสิร์ต|การแสดงสด,konser|pertunjukan musik,konsert|persembahan langsung
general,karaoke,entertainment,노래방|노래연습장|코인노래방|가라오케,KTV|卡拉OK|唱歌,karaoke|KTV|singing room,カラオケ|ノレバン,karaoké|salle de karaoké,Karaoke|Karaoke-Bar,karaoke|sala de karaoke,karaokê|sala de karaokê,karaoke|phòng hát,คาราโอเกะ|ร้องเพลง,karaoke|KTV,karaoke|KTV
general,club,entertainment,클럽|나이트클럽|나이트|이태원클럽|강남클럽,夜店|俱乐部|夜总会,club|nightclub|night club,クラブ|ナイトクラブ,boîte de nuit|discothèque|club,Nachtclub|Diskothek|Club,discoteca|club nocturno|club,boate|balada|clube noturno,hộp đêm|vũ trường|club,คลับ|ไนท์คลับ,klub malam|diskotik|club,kelab malam|disko
general,amusementpark,entertainment,놀이공원|놀이동산|에버랜드|롯데월드,游乐园|游乐场|乐园,amusement park|theme park|everland|lotte world,遊園地|アミューズメントパーク,parc d'attractions|parc de loisirs,Freizeitpark|Vergnügungspark,parque de atracciones|parque de diversiones,parque de diversões,công viên giải trí|công viên vui chơi,สวนสนุก,taman hiburan|taman bermain,taman hiburan|taman tema
general,themepark,entertainment,테마파크|워터파크|키자니아,主题公园|水上乐园,theme park|water park,テーマパーク|ウォーターパーク,parc à thème|parc aquatique,Themenpark|Wasserpark,parque temático|parque acuático,parque temático|parque aquático,công viên chủ đề|công viên nước,ธีมพาร์ค|สวนน้ำ,taman tema|waterpark,taman tema|taman air
general,aquarium,entertainment,아쿠아리움|수족관|아쿠아플라넷|해양공원,水族馆|海洋公园|海洋馆,aquarium|ocean park|sea world,水族館|アクアリウム,aquarium|parc marin,Aquarium|Meerespark,acuario|parque marino,aquário|parque marinho,thủy cung|bể cá,พิพิธภัณฑ์สัตว์น้ำ|อะควาเรียม,akuarium,akuarium
general,zoo,entertainment,동물원|서울대공원|에버랜드동물원,动物园|野生动物园,zoo|animal park|wildlife,動物園,zoo|jardin zoologique,Zoo|Tierpark,zoo|zoológico,zoo|zoológico,sở thú|vườn thú,สวนสัตว์,kebun binatang,zoo|taman haiwan
general,escaperoomcafe,entertainment,방탈출 카페|방탈출|이스케이프룸,密室逃脱咖啡厅|密室逃脱|密室,escape room|escape cafe,脱出ゲーム|エスケープルーム,escape room|escape game,Escape Room,escape room|sala de escape,escape room|sala de fuga,phòng thoát hiểm|escape room,ห้องหนีเกม|Escape Room,escape room,escape room|bilik melarikan diri
general,boardgamecafe,entertainment,보드게임카페|보드게임|보드카페,桌游咖啡厅|桌游|桌游吧,board game cafe|board game,ボードゲームカフェ|ボードゲーム,café jeux de société|jeux de société,Brettspielcafé|Brettspiel,café de juegos de mesa|juegos de mesa,café de jogos de tabuleiro|jogos de mesa,quán board game|trò chơi bàn,คาเฟ่บอร์ดเกม|บอร์ดเกม,kafe board game|board game,kafe permainan papan|board game
general,themecafe,entertainment,테마카페|고양이카페|강아지카페|만화카페,主题咖啡厅|猫咖|狗咖|动漫咖啡厅,theme cafe|cat cafe|dog cafe,テーマカフェ|猫カフェ,café à thème|café des chats,Themencafé|Katzencafé,café temático|café de gatos,café temático|café de gatos,quán cà phê chủ đề|quán cà phê mèo,คาเฟ่ธีม|คาเฟ่แมว,kafe tema|kafe kucing,kafe tema|kafe kucing
general,internetcafe,entertainment,인터넷카페|PC방|피씨방|게임방,网咖|网吧|电脑房,internet cafe|PC room|gaming cafe|pc bang,ネットカフェ|PCバン,cybercafé|salle de jeux,Internetcafé|PC-Raum,cibercafé|sala de juegos,lan house|cibercafé,quán net|quán game|tiệm internet,ร้านอินเทอร์เน็ต|ร้านเกม,warnet|game center,kafe siber|pusat permainan
general,billiard,entertainment,당구장|당구|포켓볼|비리야드,台球厅|台球|桌球,billiard|pool|snooker,ビリヤード|ビリヤード場,billard|salle de billard,Billard|Billardhalle,billar|sala de billar,bilhar|sinuca,bi-a|quán bi-a,สนุ๊กเกอร์|บิลเลียด,biliar|billiard,bilyar|billiard
general,wellnessclub,sports,피트니스센터|헬스장|헬스클럽|짐|운동|피트니스|헬스,健身中心|健身房|健身|体育馆,fitness center|gym|wellness|health club,フィットネスセンター|ジム|スポーツジム,salle de sport|gym|fitness,Fitnessstudio|Gym|Fitness,gimnasio|gym|fitness,academia|gym|fitness,phòng gym|phòng tập|thể hình,ฟิตเนส|ยิม|ห้องออกกำลังกาย,gym|fitness|pusat kebugaran,gim|pusat kecergasan
general,yogastudio,sports,요가스튜디오|요가|필라테스|요가원,瑜伽馆|瑜伽|普拉提,yoga studio|yoga|pilates,ヨガスタジオ|ヨガ|ピラティス,studio de yoga|yoga|pilates,Yogastudio|Yoga|Pilates,estudio de yoga|yoga|pilates,estúdio de yoga|yoga|pilates,phòng yoga|yoga|pilates,สตูดิโอโยคะ|โยคะ|พิลาทิส,studio yoga|yoga|pilates,studio yoga|yoga|pilates
general,golfclub,sports,골프장|골프|골프클럽|골프연습장|스크린골프|드라이빙레인지|스크린골프,高尔夫球场|高尔夫|练习场,golf club|golf course|golf|driving range,ゴルフ場|ゴルフ|打ちっぱなし,club de golf|golf|terrain de golf,Golfclub|Golf|Golfplatz,club de golf|golf|campo de golf,clube de golfe|golfe|campo de golfe,sân golf|câu lạc bộ golf|golf,สนามกอล์ฟ|กอล์ฟ,lapangan golf|golf,padang golf|golf
general,swimmingpool,sports,수영장|수영|실내수영장|워터파크,游泳池|游泳|游泳馆,swimming pool|pool|swimming,プール|水泳,piscine|natation,Schwimmbad|Schwimmen|Hallenbad,piscina|natación,piscina|natação,hồ bơi|bể bơi|bơi,สระว่ายน้ำ|ว่ายน้ำ,kolam renang|berenang,kolam renang|berenang
general,skiresort,sports,스키리조트|스키장|스키|스노보드|보드|콘도|비발디파크|모나용평|알펜시아|엘리시안강촌|하이원|휘닉스평창|곤지암리조트|지산포레스트|무주덕유산|에덴벨리,滑雪场|滑雪|雪场|公寓式酒店|大明维瓦尔第度假村|龙平度假村|阿尔卑西亚|伊利希安江村|海云度假村|凤凰平昌|昆池岩度假村|芝山森林|茂朱德裕山|伊甸园山谷,ski resort|ski|snowboard|skiing|Condominium|VivaldiPark|MonaYongpyong|Alpensia|ElysianGangchon|High1|PhoenixPyeongchang|KonjiamResort|JisanForest|MujuDeogyusan|EdenValley,スキーリゾート|スキー場|スキー|コンドミニアム|ビバルディパーク|モナ龍平|アルペンシア|エリシアン江村|ハイワン|フィニックス平昌|昆池岩リゾート|芝山フォレスト|茂朱徳裕山|エデンベリー,station de ski|ski|snowboard,Skigebiet|Ski|Snowboard,estación de esquí|esquí|snowboard,estação de esqui|esqui|snowboard,khu trượt tuyết|trượt tuyết|ski,สกีรีสอร์ท|เล่นสกี|สโนว์บอร์ด,resor ski|ski|snowboard,resort ski|ski|snowboard
general,bowlingalley,sports,볼링장|볼링,保龄球馆|保龄球,bowling alley|bowling,ボウリング場|ボウリング,bowling,Bowlingbahn|Bowling,bolera|bowling,boliche|bowling,bowling|sân bowling,โบว์ลิ่ง,bowling,boling
general,skatepark,sports,스케이트파크|스케이트보드|스케이트|롤러장,滑板公园|滑板|溜冰,skate park|skateboard|skating,スケートパーク|スケート,skatepark|skateboard|patinage,Skatepark|Skateboard,skatepark|skateboard|patinaje,skatepark|skate|patinação,công viên trượt ván|skate,สเก็ตพาร์ค|สเก็ตบอร์ด,skatepark|skateboard,taman skate|skateboard
general,baseballarena,sports,야구경기장|야구장|야구|잠실야구장|고척돔,棒球场|棒球,baseball arena|baseball stadium|baseball,野球場|野球,stade de baseball|baseball,Baseballstadion|Baseball,estadio de béisbol|béisbol,estádio de beisebol|beisebol,sân bóng chày|bóng chày,สนามเบสบอล|เบสบอล,stadion bisbol|bisbol,stadium besbol|besbol
general,footballarena,sports,축구경기장|축구장|축구|월드컵경기장|월드컵,足球场|足球,football arena|soccer stadium|soccer|football,サッカー場|サッカー,stade de football|football,Fußballstadion|Fußball,estadio de fútbol|fútbol,estádio de futebol|futebol,sân bóng đá|bóng đá,สนามฟุตบอล|ฟุตบอล,stadion sepak bola|sepak bola,stadium bola sepak|bola sepak
general,bathhouse,sports,사우나|목욕탕|대중목욕탕|한증막,桑拿|澡堂|浴室|桑拿房,sauna|bathhouse|public bath,サウナ|銭湯,sauna|bain public,Sauna|Badehaus,sauna|baño público,sauna|banho público,phòng xông hơi|sauna,ซาวน่า|อาบน้ำสาธารณะ,sauna|pemandian umum,sauna|mandian awam
general,jimjilbang,sports,찜질방|한증막|불가마|황토방,汗蒸房|汗蒸|汗蒸幕,jjimjilbang|korean spa|sauna,チムジルバン|汗蒸幕,jjimjilbang|spa coréen,Jjimjilbang|koreanische Sauna,jjimjilbang|spa coreano,jjimjilbang|spa coreano,jjimjilbang|xông hơi Hàn Quốc,จิมจิลบัง|ชิมชิลบัง,jjimjilbang|sauna Korea,jjimjilbang|sauna Korea
general,museum,culture,박물관|국립박물관|전시관|기념관|역사관,博物馆|展览馆|纪念馆,museum|exhibition|memorial,博物館|美術館|記念館,musée|exposition|mémorial,Museum|Ausstellung|Gedenkstätte,museo|exposición|memorial,museu|exposição|memorial,bảo tàng|triển lãm,พิพิธภัณฑ์|นิทรรศการ,museum|pameran,muzium|pameran
general,artgallery,culture,미술관|갤러리|전시회|아트갤러리,美术馆|画廊|艺术馆,art gallery|gallery|art museum,美術館|ギャラリー,galerie d'art|galerie|musée d'art,Kunstgalerie|Galerie,galería de arte|galería,galeria de arte|galeria,phòng trưng bày nghệ thuật|gallery,แกลเลอรี่|หอศิลป์,galeri seni|galeri,galeri seni|galeri
general,library,culture,도서관|국립도서관|공공도서관,图书馆|公共图书馆,library|public library,図書館,bibliothèque,Bibliothek|Bücherei,biblioteca,biblioteca,thư viện,ห้องสมุด,perpustakaan,perpustakaan
general,temple,culture,사찰|절|불교|템플스테이|불국사|석굴암|해인사|통도사|송광사|수덕사|월정사|법주사|직지사|동화사|범어사|은해사|쌍계사|보주사|백양사|화엄사|선운사|내소사|금산사|귀신사|개암사|실상사|안국사|무위사|대흥사|미황사|관룡사|표충사|석남사|운문사|부석사|봉정사|고운사|용문사|신륵사|보문사|전등사|봉은사|조계사|화계사|진관사|삼막사|망해사|갑사|신원사|동학사|마곡사|관촉사|무량사|장곡사|보석사|송림사|용연사|파계사|불영사|용주사|칠장사|청룡사|회암사|자재암(제외)|흥국사|보광사|전등사|법륜사|건봉사|낙산사|백담사|신흥사|청평사|구룡사|상원사|정암사|보경사|오어사|직지사|기림사|불국사|분황사|고운사|부석사|봉정사|광덕사|영명사|연화사|보현사|안국사|운주사|태안사|천은사|쌍봉사|만복사|대원사|송광사|선암사|향일암(제외)|백운사|용궁사|약사사|연주사|용암사,寺庙|寺院|佛寺|庙|佛国寺|石窟庵|海印寺|通度寺|松广寺|修德寺|月精寺|法住寺|直指寺|桐华寺|梵鱼寺|银海寺|双磎寺|普州寺|白羊寺|华严寺|禅云寺|来苏寺|金山寺|归信寺|开岩寺|实相寺|安国寺|无위寺|大兴寺|美黄寺|观龙寺|表忠寺|石南寺|云门寺|浮石寺|凤停寺|孤云寺|龙门寺|神勒寺|普门寺|传灯寺|奉恩寺|曹溪寺|华溪寺|津宽寺|三幕寺|望海寺|甲寺|新元寺|东鹤寺|麻谷寺|灌烛寺|无量寺|长谷寺|宝石寺|松林寺|龙渊寺|把溪寺|佛影寺|龙珠寺|七长寺|青龙寺|桧岩寺|自在庵|兴国寺|普光寺|传灯寺|法轮寺|乾凤寺|洛山寺|百潭寺|新兴寺|清平寺|九龙寺|上院寺|净岩寺|宝镜寺|吾鱼寺|直指寺|祇林寺|佛国寺|芬皇寺|孤云寺|浮石寺|凤停寺|广德寺|永明寺|莲花寺|普贤寺|安国寺|云住寺|泰安寺|泉隐寺|双峰寺|万福寺|大源寺|松广寺|仙岩寺|向日庵|白云寺|龙宫寺|药师寺|演州寺|龙岩寺,temple|buddhist|temple|Bulguksa|Seokguram|Haeinsa|Tongdosa|Songgwangsa|Sudeoksa|Woljeongsa|Beopjusa|Jikjisa|Donghwasa|Beomeosa|Eunhaesa|Ssanggyesa|Bojusa|Baegyangsa|Hwaeomsa|Seonunsa|Naesosa|Geumsansa|Gwisinsa|Gaeamsa|Silsangsa|Anguksa|Muwisa|Daeheungsa|Mihwangsa|Gwallyongsa|Pyochungsa|Seognamsa|Unmunsa|Buseoksa|Bongjeongsa|Gounsa|Yongmunsa|Silleoksa|Bomunsa|Jeondeungsa|Bongeunsa|Jogyesa|Hwagyesa|Jingwansa|Sammagsa|Manghaesa|Gapsa|Sinwonsa|Donghaksa|Magoksa|Gwanchogsa|Muryangsa|Janggogsa|Boseogsa|Songrimsa|Yongyeonsa|Pagyesa|Bulyeongsa|Yongjusa|Chiljangsa|Cheongryongsa|Hoeamsa|Jajaeam|Heungguksa|Bogwangsa|Jeondeungsa|Beopnyunsa|Geonbongsa|Naksansa|Baekdamsa|Sinheungsa|Cheongpyeongsa|Guryongsa|Sangwonsa|Jeongamsa|Bogyeongsa|Oeosa|Jikjisa|Girimsa|Bulguksa|Bunhwangsa|Gounsa|Buseoksa|Bongjeongsa|Gwangdeogsa|Yeongmyeongsa|Yeonhwasa|Bohyeonsa|Anguksa|Unjusa|Taeansa|Cheoneunsa|Ssangbongsa|Manbogsa|Daewonsa|Songgwangsa|Seonamsa|Hyangiram|Baegunsa|Yonggungsa|Yagsasa|Yeonjusa|Yongamsa,寺|寺院|お寺|仏国寺|石窟庵|海印寺|通度寺|松広寺|修徳寺|月精寺|法住寺|直指寺|桐華寺|梵魚寺|銀海寺|双磎寺|普州寺|白羊寺|華厳寺|禅雲寺|来蘇寺|金山寺|帰信寺|開岩寺|実相寺|安国寺|無為寺|大興寺|美黄寺|観龍寺|表忠寺|石南寺|雲門寺|浮石寺|鳳停寺|孤雲寺|龍門寺|神勒寺|普門寺|伝灯寺|奉恩寺|曹溪寺|華溪寺|津寛寺|三幕寺|望海寺|甲寺|新元寺|東鶴寺|麻谷寺|灌燭寺|無量寺|長谷寺|宝石寺|松林寺|龍淵寺|把渓寺|仏影寺|龍珠寺|七長寺|青龍寺|桧岩寺|自在庵|興国寺|普光寺|伝灯寺|法輪寺|乾鳳寺|洛山寺|百潭寺|新興寺|清平寺|九龍寺|上院寺|浄岩寺|宝鏡寺|吾魚寺|直指寺|祇林寺|仏国寺|芬皇寺|孤雲寺|浮石寺|鳳停寺|広徳寺|永明寺|蓮華寺|普賢寺|安国寺|雲住寺|泰安寺|泉隠寺|双峰寺|万福寺|大源寺|松広寺|仙岩寺|向日庵|白雲寺|龍宮寺|薬師寺|演州寺|龍岩寺,temple|temple bouddhiste,Tempel|buddhistischer Tempel,templo|templo budista,templo|templo budista,chùa|đền,วัด|วิหาร,kuil|vihara|candi,kuil|tokong
general,church,culture,교회|성당|예배당|기독교|천주교,教会|教堂|礼拜堂,church|cathedral|chapel,教会|聖堂,église|cathédrale|chapelle,Kirche|Kathedrale|Kapelle,iglesia|catedral|capilla,igreja|catedral|capela,nhà thờ,โบสถ์|วิหาร,gereja|katedral,gereja|katedral
general,culturecenter,culture,문화센터|문화회관|문화원|아트센터,文化中心|文化馆|文化会馆,culture center|cultural center|arts center,文化センター|文化会館,centre culturel|maison de la culture,Kulturzentrum,centro cultural,centro cultural,trung tâm văn hóa,ศูนย์วัฒนธรรม,pusat budaya|pusat kebudayaan,pusat kebudayaan
general,traditional,culture,전통|전통체험|한복|다도|국악,传统|传统文化|韩服|茶道,traditional|traditional culture|hanbok,伝統|韓服|茶道,traditionnel|culture traditionnelle|hanbok,traditionell|traditionelle Kultur|Hanbok,tradicional|cultura tradicional|hanbok,tradicional|cultura tradicional|hanbok,truyền thống|hanbok|văn hóa truyền thống,ดั้งเดิม|ฮันบก|วัฒนธรรมดั้งเดิม,tradisional|hanbok|budaya tradisional,tradisional|hanbok|budaya tradisional
general,photographystudio,culture,포토스튜디오|사진관|사진|증명사진|포토,摄影工作室|照相馆|摄影|证件照,photo studio|photography|portrait,フォトスタジオ|写真館,studio photo|photographe,Fotostudio|Fotograf,estudio fotográfico|fotógrafo,estúdio fotográfico|fotógrafo,studio ảnh|tiệm chụp ảnh,สตูดิโอถ่ายรูป|ร้านถ่ายรูป,studio foto|fotografi,studio foto|jurugambar
general,school,education,학교|초등학교|중학교|고등학교,学校|小学|中学|高中,school|elementary|middle school|high school,学校|小学校|中学校|高校,école|école primaire|collège|lycée,Schule|Grundschule|Gymnasium,escuela|colegio|instituto,escola|colégio,trường học|trường tiểu học|trường trung học,โรงเรียน|โรงเรียนประถม|โรงเรียนมัธยม,sekolah|SD|SMP|SMA,sekolah|sekolah rendah|sekolah menengah
general,university,education,대학교|대학|대학원|캠퍼스,大学|大学校|研究生院,university|college|campus,大学|大学院|キャンパス,université|campus|faculté,Universität|Hochschule|Campus,universidad|campus|facultad,universidade|campus|faculdade,đại học|trường đại học,มหาวิทยาลัย|มหาลัย,universitas|kampus,universiti|kampus
general,academy,education,학원|어학원|입시학원|보습학원|과외,补习班|培训班|学院|辅导班,academy|cram school|tutoring|institute,塾|学院|語学学校,académie|cours privés|école de langues,Akademie|Nachhilfe|Sprachschule,academia|clases particulares,academia|cursinho|escola de idiomas,trung tâm dạy thêm|lớp học thêm,สถาบัน|โรงเรียนกวดวิชา,lembaga kursus|bimbel|les,akademi|tuisyen
general,drivingschool,education,운전면허학원|운전학원|면허시험|도로연수,驾校|驾照|驾驶学校,driving school|driving license|driving test,自動車教習所|運転免許,auto-école|permis de conduire,Fahrschule|Führerschein,autoescuela|licencia de conducir,autoescola|carteira de motorista,trường dạy lái xe|bằng lái,โรงเรียนสอนขับรถ|ใบขับขี่,sekolah mengemudi|SIM,sekolah memandu|lesen memandu
general,musicschool,education,음악학원|피아노학원|기타학원|음악교습소,音乐学院|钢琴班|吉他班|音乐培训,music school|music academy|piano lesson,音楽教室|ピアノ教室,école de musique|cours de piano,Musikschule|Klavierunterricht,escuela de música|clases de piano,escola de música|aulas de piano,trường âm nhạc|lớp học piano,โรงเรียนดนตรี|เรียนเปียโน,sekolah musik|les piano,sekolah muzik|kelas piano
general,policestation,publicservice,경찰서|경찰|지구대|파출소|112,警察局|警察|派出所|公安,police station|police|cop,警察署|交番,commissariat|police|gendarmerie,Polizeirevier|Polizei|Polizeistation,comisaría|policía|estación de policía,delegacia|polícia,đồn cảnh sát|công an,สถานีตำรวจ|ตำรวจ,kantor polisi|polisi,balai polis|polis
general,firestation,publicservice,소방서|소방|119|소방관,消防局|消防|消防站,fire station|fire department|firefighter,消防署|消防,caserne de pompiers|pompiers,Feuerwehr|Feuerwache,estación de bomberos|bomberos,corpo de bombeiros|bombeiros,trạm cứu hỏa|phòng cháy,สถานีดับเพลิง|นักดับเพลิง,stasiun pemadam kebakaran|damkar,balai bomba|bomba
general,cityhall,publicservice,시청|구청|군청|도청|시의회,市政厅|市政府|区政府,city hall|municipal|government office,市役所|区役所,mairie|hôtel de ville,Rathaus|Stadtverwaltung,ayuntamiento|municipalidad,prefeitura|câmara municipal,tòa thị chính|ủy ban nhân dân,ศาลาว่าการเมือง|สำนักงานเขต,balai kota|kantor walikota,dewan bandaraya|majlis perbandaran
general,communitycenter,publicservice,주민센터|동사무소|행정복지센터|민원,社区中心|居委会|街道办,community center|community service,住民センター|市民センター,centre communautaire|maison de quartier,Gemeindezentrum|Bürgeramt,centro comunitario|junta de vecinos,centro comunitário,trung tâm cộng đồng|ủy ban phường,ศูนย์ชุมชน,pusat komunitas|kelurahan,pusat komuniti
